S.No,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,Purchases,MntTotal
1692,1984,PhD,Single,16269.0,1,0,8/30/13,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,SP,37,9,44
1693,1982,Graduation,Married,50272.0,1,0,08-07-2013,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,AUS,39,13,233
1694,1971,Graduation,Single,22804.0,1,0,7/31/13,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,SA,50,5,26
1695,1971,Graduation,Single,22804.0,1,0,7/31/13,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,SP,50,5,26
1696,1974,Graduation,Married,30631.0,1,0,07-12-2013,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,SA,47,7,70
1697,1966,PhD,Single,78420.0,0,0,6/29/13,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0,SA,55,22,1453
1698,1980,Graduation,Single,81741.0,0,0,6/16/13,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,SP,41,19,1572
1699,1971,Graduation,Married,25721.0,1,0,5/21/13,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,1,0,AUS,50,5,34
1700,1972,Graduation,Single,31907.0,0,0,03-04-2013,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,GER,49,14,449
1701,1962,Graduation,Single,37859.0,1,2,01-12-2013,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,CA,59,6,36
1702,1972,Graduation,Married,30261.0,1,2,9/25/12,75,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,0,SP,49,4,22
1703,1979,Graduation,Married,21645.0,1,0,09-03-2012,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,1,0,GER,42,9,65
1704,1978,Master,Single,21282.0,1,0,05-11-2014,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,SP,43,7,46
1705,1954,Graduation,Married,32144.0,1,1,3/23/14,76,41,0,10,0,0,3,4,2,1,3,7,0,1,0,0,0,0,0,IND,67,10,54
1706,1954,Master,Single,62637.0,0,1,03-01-2014,76,104,12,48,4,12,5,1,2,2,5,2,0,0,0,0,0,0,0,CA,67,10,185
1707,1971,Graduation,Married,16626.0,2,0,1/15/14,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,SA,50,9,68
1708,1971,Master,Married,54690.0,1,1,11-07-2013,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,SP,50,12,198
1709,1971,Master,Married,54690.0,1,1,11-07-2013,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,SP,50,12,198
1710,1955,PhD,Single,61284.0,0,0,10-12-2013,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,SP,66,22,811
1711,1976,Master,Married,23718.0,1,0,09-02-2013,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,0,AUS,45,9,81
1712,1962,PhD,Single,33419.0,0,1,8/17/13,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,SP,59,8,86
1713,1983,Graduation,Single,82025.0,0,0,5/28/13,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,1,0,SA,38,12,1187
1714,1958,Basic,Single,15056.0,1,1,05-03-2013,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,SP,63,12,88
1715,1958,Graduation,Married,48192.0,0,0,04-06-2013,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,1,0,CA,63,25,1526
1716,1967,Master,Married,67309.0,1,1,1/23/13,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,SP,54,39,1082
1717,1957,Graduation,Single,66033.0,0,1,1/20/13,76,293,35,179,46,59,65,2,8,3,7,7,0,0,0,0,0,0,0,IND,64,20,677
1718,1977,Graduation,Single,28769.0,1,0,12/18/12,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,SP,44,12,191
1719,1957,PhD,Married,6835.0,0,1,12-08-2012,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,CA,64,1,137
1720,1986,Graduation,Married,32880.0,1,0,12-04-2012,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,SP,35,5,42
1721,1982,Master,Single,23616.0,1,0,11/17/12,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,1,0,SP,39,8,79
1722,1981,Graduation,Married,19419.0,1,0,11-10-2012,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,IND,40,11,70
1723,1973,Graduation,Married,34961.0,1,0,6/19/14,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,0,SP,48,10,79
1724,1976,Graduation,Single,64892.0,0,1,5/29/14,77,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,0,SA,45,24,902
1725,1988,Master,Married,16248.0,1,0,05-10-2014,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,IND,33,9,57
1726,1983,Graduation,Married,43776.0,1,0,05-03-2014,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,SP,38,4,23
1727,1967,Graduation,Single,52074.0,0,1,04-04-2014,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,IND,54,7,119
1728,1960,Basic,Single,22123.0,0,0,3/27/14,77,3,3,24,34,7,31,1,2,1,3,5,0,0,0,0,0,0,0,AUS,61,7,102
1729,1978,Master,Single,35544.0,1,0,03-08-2014,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,0,SA,43,6,67
1730,1989,Master,Married,59060.0,1,0,01-11-2014,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,SP,32,14,274
1731,1976,Graduation,Married,65665.0,0,1,12-02-2013,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,SP,45,24,945
1732,1971,Graduation,Single,29819.0,1,0,10/24/13,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,SP,50,9,39
1733,1989,Graduation,Single,81217.0,0,0,7/19/13,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,SP,32,22,1157
1734,1989,Graduation,Single,81217.0,0,0,7/19/13,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,SP,32,22,1157
1735,1990,Graduation,Single,26095.0,1,0,6/30/13,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,SP,31,5,42
1736,1970,Master,Single,65706.0,0,0,6/28/13,77,918,10,129,13,0,129,1,11,3,12,7,0,1,1,0,1,1,0,CA,51,27,1199
1737,1976,Graduation,Single,31859.0,1,0,6/14/13,77,3,1,3,8,0,5,1,1,0,2,7,0,0,0,0,0,0,0,SA,45,4,20
1738,1941,PhD,Married,93027.0,0,0,4/13/13,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,SP,80,22,2119
1739,1970,Graduation,Single,58710.0,0,1,3/31/13,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,AUS,51,31,1185
1740,1966,Master,Married,49618.0,1,1,1/26/13,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,SP,55,11,129
1741,1964,Master,Single,58308.0,0,1,01-12-2013,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,SP,57,15,900
1742,1964,Graduation,Married,40800.0,1,2,01-01-2013,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,0,1,SP,57,8,99
1743,1959,Graduation,Married,18690.0,0,0,12/28/12,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,SP,62,5,60
1744,1959,Graduation,Married,18690.0,0,0,12/28/12,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,GER,62,5,60
1745,1959,Graduation,Married,18690.0,0,0,12/28/12,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,SP,62,5,60
1746,1958,Graduation,Married,28087.0,1,1,12-11-2012,77,53,8,17,13,0,21,3,2,2,2,7,0,0,0,0,0,0,0,IND,63,9,112
1747,1967,Graduation,Married,75702.0,1,1,8/29/12,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,SA,54,26,1148
1748,1971,PhD,Married,32892.0,1,0,5/25/14,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,SA,50,8,46
1749,1971,PhD,Married,32892.0,1,0,5/25/14,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,SP,50,8,46
1750,1959,Master,Married,89120.0,0,0,3/17/14,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,SP,62,19,1924
1751,1961,Graduation,Married,27116.0,1,1,03-02-2014,78,12,1,21,2,2,3,2,2,0,3,7,0,0,0,0,0,0,0,SA,60,7,41
1752,1989,Graduation,Single,46107.0,1,0,02-10-2014,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0,SA,32,7,125
1753,1973,PhD,Single,54466.0,1,1,02-09-2014,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,SP,48,4,16
1754,1965,Graduation,Single,59686.0,0,1,1/25/14,78,89,15,89,34,42,5,1,4,1,6,4,0,0,0,0,0,0,0,CA,56,12,274
1755,1950,Graduation,Single,82460.0,0,0,12-02-2013,78,255,47,573,52,32,15,1,5,3,6,1,0,0,0,0,0,0,0,SA,71,15,974
1756,1960,PhD,Single,76045.0,0,0,11/15/13,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,SP,61,21,1323
1757,1975,Graduation,Single,83829.0,0,0,10-08-2013,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,1,0,SP,46,17,1862
1758,1975,Graduation,Single,83829.0,0,0,10-08-2013,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,1,0,SP,46,17,1862
1759,1968,Master,Married,32889.0,1,1,09-06-2013,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,SP,53,9,55
1760,1979,Master,Single,33462.0,1,0,08-07-2013,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,0,SA,42,6,54
1761,1975,Graduation,Single,36627.0,2,0,7/23/13,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,SA,46,4,16
1762,1982,Graduation,Married,28718.0,1,0,7/13/13,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,IND,39,7,57
1763,1972,Graduation,Married,77981.0,1,0,5/26/13,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,SP,49,21,664
1764,1956,Graduation,Single,60230.0,0,1,5/20/13,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,SP,65,17,1067
1765,1969,Graduation,Married,74918.0,0,0,03-12-2013,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,SP,52,21,2047
1766,1953,Graduation,Single,40464.0,0,1,01-11-2013,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,SP,68,24,630
1767,1956,Master,Single,64857.0,0,0,11/23/12,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,SP,65,23,1540
1768,1956,Master,Single,64857.0,0,0,11/23/12,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,CA,65,23,1540
1769,1960,Graduation,Married,63381.0,0,1,10-05-2012,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,SP,61,26,1005
1770,1960,Graduation,Married,63381.0,0,1,10-05-2012,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,SP,61,26,1005
1771,1982,Master,Married,66664.0,0,0,9/25/12,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,SP,39,19,1289
1772,1982,Master,Married,66664.0,0,0,9/25/12,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,SA,39,19,1289
1773,1966,Graduation,Single,86358.0,1,1,08-08-2012,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,SP,55,18,1722
1774,1977,Graduation,Married,41443.0,1,0,04-01-2014,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,SA,44,20,482
1775,1961,PhD,Married,57072.0,0,1,1/24/14,79,944,0,60,0,0,30,2,7,5,13,5,1,0,0,0,0,0,0,CA,60,27,1034
1776,1967,Graduation,Married,54178.0,0,1,1/21/14,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,GER,54,10,194
1777,1950,PhD,Single,48767.0,1,2,01-01-2014,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,AUS,71,9,63
1778,1955,Master,Single,51124.0,1,1,12/18/13,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,CA,66,6,43
1779,1970,Graduation,Single,43020.0,1,0,11/30/13,79,45,7,99,4,25,43,3,4,1,4,6,0,0,0,0,0,0,0,US,51,12,223
1780,1963,Graduation,Single,49980.0,0,1,10/23/13,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,IND,58,11,195
1781,1955,Graduation,Single,72906.0,0,0,9/17/13,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,SP,66,17,1151
1782,1976,Master,Married,25176.0,1,1,08-10-2013,79,4,0,4,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,GER,45,4,13
1783,1977,Graduation,Married,96876.0,0,0,08-06-2013,79,908,43,735,40,194,21,1,7,7,9,2,0,1,1,1,0,1,0,SP,44,24,1941
1784,1979,Master,Married,31086.0,1,1,05-04-2013,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,0,GER,42,6,48
1785,1983,Graduation,Single,24072.0,1,0,4/16/13,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,SP,38,4,23
1786,1954,Graduation,Single,76773.0,0,0,2/25/13,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,SP,67,16,1156
1787,1965,Graduation,Married,72190.0,0,0,2/13/13,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,AUS,56,16,1947
1788,1948,PhD,Married,83837.0,0,0,12/16/12,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,1,0,IND,73,25,1318
1789,1978,Graduation,Married,17345.0,1,0,11-03-2012,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,0,SP,43,7,58
1790,1958,Master,Single,75154.0,0,1,09-04-2012,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,1,0,US,63,16,1143
1791,1961,Basic,Married,28249.0,0,0,6/15/14,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,IND,60,6,43
1792,1961,Basic,Married,28249.0,0,0,6/15/14,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,SP,60,6,43
1793,1980,Master,Married,69661.0,0,0,5/13/14,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,IND,41,23,834
1794,1979,PhD,Married,27922.0,1,0,05-10-2014,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0,SA,42,6,41
1795,1966,Master,Married,45903.0,0,1,4/23/14,80,33,8,10,2,10,3,2,2,1,3,4,0,0,0,0,0,0,0,SA,55,8,66
1796,1977,Master,Single,36273.0,1,0,4/16/14,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,SP,44,8,76
1797,1968,Master,Married,70777.0,0,1,2/25/14,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,SP,53,23,787
1798,1976,Graduation,Married,17148.0,1,0,1/28/14,80,9,9,11,13,10,16,4,3,1,3,8,0,0,0,0,0,0,0,CA,45,11,68
1799,1969,Master,Married,66476.0,0,1,12-04-2013,80,742,28,152,25,9,57,2,6,8,10,4,0,0,0,0,0,0,0,GER,52,26,1013
1800,1979,Master,Married,45057.0,1,0,12-01-2013,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,0,0,0,0,US,42,6,50
1801,1968,Graduation,Married,41120.0,1,1,11-06-2013,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,SP,53,9,81
1802,1959,PhD,Single,51381.5,0,0,11-05-2013,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,0,AUS,62,9,186
1803,1986,Master,Single,19485.0,2,0,9/24/13,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,IND,35,4,10
1804,1983,PhD,Married,21840.0,1,0,7/21/13,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,SP,38,5,27
1805,1985,Master,Single,41473.0,1,0,6/19/13,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,0,SP,36,6,76
1806,1956,Master,Single,31395.0,1,1,3/23/13,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,SP,65,10,64
1807,1947,PhD,Single,68117.0,0,1,03-10-2013,80,618,44,215,0,17,36,2,11,8,4,6,1,0,0,0,0,1,0,SP,74,25,930
1808,1975,Master,Single,47682.0,0,1,2/15/13,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,SP,46,19,521
1809,1972,Master,Married,83151.0,0,0,02-10-2013,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,1,0,SP,49,23,2346
1810,1969,PhD,Single,58086.0,0,1,1/20/13,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,SP,52,23,792
1811,1958,PhD,Married,84460.0,0,0,01-04-2013,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,1,0,SP,63,22,523
1812,1962,Graduation,Single,66565.0,0,1,12-05-2012,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,SP,59,19,1065
1813,1969,Graduation,Single,23910.0,1,0,10/26/12,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,SP,52,6,67
1814,1968,Graduation,Single,35893.0,1,1,10/15/12,80,158,0,23,0,0,18,6,3,1,5,8,0,0,0,0,0,0,0,IND,53,15,199
1815,1973,Graduation,Single,71128.0,1,0,10-06-2012,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,0,US,48,27,1615
1816,1989,Master,Married,38683.0,1,0,10-04-2012,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,IND,32,17,341
1817,1971,Graduation,Married,37150.0,1,0,09-11-2012,80,167,37,64,49,34,116,8,4,3,6,7,0,0,0,0,0,0,0,US,50,21,467
1818,1976,Graduation,Married,61064.0,0,1,8/31/12,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,SP,45,28,1080
1819,1976,PhD,Married,51650.0,0,1,05-11-2014,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,IND,45,10,191
1820,1956,Master,Married,55249.0,0,1,4/17/14,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,SP,65,8,130
1821,1973,PhD,Single,46854.0,1,1,3/31/14,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,1,0,IND,48,15,263
1822,1996,Basic,Married,14421.0,0,0,2/17/14,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,SP,25,4,16
1823,1969,PhD,Married,54132.0,0,1,2/16/14,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,GER,52,5,42
1824,1975,Graduation,Single,153924.0,0,0,02-07-2014,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,SP,46,0,6
1825,1978,Graduation,Married,64813.0,1,0,01-02-2014,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,SP,43,20,745
1826,1970,Master,Married,61872.0,0,1,12/13/13,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,CA,51,21,573
1827,1979,Graduation,Married,58025.0,0,1,11/26/13,81,270,31,88,11,48,22,3,3,2,10,4,0,0,0,0,0,0,0,IND,42,18,470
1828,1948,Master,Married,83790.0,0,0,11/15/13,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,SA,73,25,1615
1829,1979,Graduation,Married,34350.0,1,0,10/19/13,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0,0,0,0,0,AUS,42,5,48
1830,1958,PhD,Single,33438.0,1,1,9/22/13,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,SP,63,11,90
1831,1986,Master,Married,21955.0,1,0,09-07-2013,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,SP,35,8,55
1832,1971,PhD,Married,60491.0,0,1,09-06-2013,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,SP,50,28,1028
1833,1964,PhD,Married,59304.0,0,1,7/29/13,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,SP,57,28,1048
1834,1974,Graduation,Married,34421.0,1,0,07-01-2013,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,SP,47,4,30
1835,1974,Graduation,Married,34421.0,1,0,07-01-2013,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,SA,47,4,30
1836,1953,PhD,Single,51411.0,1,2,5/26/13,81,14,0,3,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,IND,68,4,18
1837,1958,Graduation,Single,71964.0,0,0,5/20/13,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0,SP,63,17,1870
1838,1953,PhD,Married,64504.0,1,2,03-04-2013,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,1,0,SP,68,25,1314
1839,1961,Graduation,Married,49678.0,0,1,02-02-2013,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,SP,60,14,315
1840,1976,Master,Single,60482.0,0,1,1/23/13,81,255,43,134,37,14,24,1,7,2,7,7,0,0,0,0,0,0,0,SA,45,17,507
1841,1972,PhD,Single,55260.0,0,1,12-12-2012,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,SA,49,25,1139
1842,1969,Master,Single,67369.0,0,1,11/17/12,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,1,0,SP,52,25,1461
1843,1962,Master,Married,47175.0,1,1,10/28/12,81,167,2,44,6,2,19,7,4,2,4,8,1,0,0,0,0,1,0,SA,59,17,240
1844,1967,Graduation,Single,68743.0,0,0,8/30/12,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,US,54,30,2074
1845,1981,PhD,Married,56937.0,1,0,08-04-2012,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,1,0,SP,40,30,906
1846,1986,Graduation,Married,83033.0,1,0,5/18/14,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,SA,35,26,1761
1847,1976,Graduation,Single,37697.0,1,0,02-07-2014,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,IND,45,7,84
1848,1976,Graduation,Single,37697.0,1,0,02-07-2014,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,SP,45,7,84
1849,1951,Graduation,Married,44689.0,1,1,01-10-2014,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,SP,70,6,34
1850,1970,Master,Married,23162.0,1,1,12/21/13,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0,CA,51,8,65
1851,1959,Graduation,Single,63033.0,0,0,11/15/13,82,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,0,US,62,16,1102
1852,1967,PhD,Single,40304.0,1,0,9/30/13,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,CA,54,6,57
1853,1984,Graduation,Married,40059.0,1,0,9/28/13,82,110,29,92,28,10,145,1,6,2,3,8,1,0,0,0,0,0,0,US,37,12,414
1854,1954,Graduation,Married,80067.0,0,0,9/19/13,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,IND,67,17,1600
1855,1981,PhD,Single,36038.0,1,0,5/31/13,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,SP,40,8,47
1856,1981,PhD,Single,51381.5,1,0,5/31/13,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,AUS,40,8,47
1857,1968,Graduation,Married,40521.0,1,1,04-05-2013,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,SP,53,4,21
1858,1956,PhD,Married,66334.0,0,1,04-03-2013,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,1,0,SP,65,19,1161
1859,1984,Graduation,Single,11012.0,1,0,3/16/13,82,24,3,26,7,1,23,3,3,1,2,9,1,0,0,0,0,0,0,IND,37,9,84
1860,1976,Graduation,Single,31615.0,1,0,3/16/13,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,SP,45,7,51
1861,1971,Graduation,Married,51381.5,1,1,03-03-2013,82,71,1,16,0,0,9,4,2,1,3,8,0,0,0,0,0,0,0,AUS,50,10,97
1862,1949,PhD,Married,69098.0,0,0,2/16/13,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,SP,72,25,2440
1863,1951,Graduation,Single,70792.0,0,0,02-06-2013,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,SP,70,19,1272
1864,1979,Graduation,Married,17688.0,1,0,1/13/13,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,0,1,SP,42,4,11
1865,1989,Basic,Married,25443.0,1,0,12/22/12,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0,SA,32,5,32
1866,1972,PhD,Married,57091.0,0,1,11/23/12,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,1,0,SP,49,18,496
1867,1981,Master,Single,24336.0,1,0,8/27/12,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,SP,40,4,31
1868,1981,Master,Married,51111.0,1,1,6/19/14,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,SA,40,7,55
1869,1972,Graduation,Single,44503.0,1,1,4/16/14,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,SP,49,7,48
1870,1971,Master,Married,56850.0,0,1,3/23/14,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,CA,50,6,63
1871,1969,PhD,Single,66582.0,0,0,03-03-2014,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,SP,52,20,1288
1872,1985,Master,Married,23148.0,0,0,2/18/14,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,SP,36,6,37
